this	x	x
document	n	d000.s000.t000
be	v	x
a	x	x
summary	n	d000.s000.t001
of	x	x
the	x	x
european	a	d000.s000.t002
public	a	d000.s000.t003
assessment	n	d000.s000.t004
report	n	d000.s000.t005
(	x	x
epar	n	x
)	x	x
.	x	x
<eos>	x	x
it	x	x
explain	v	d000.s001.t000
how	r	x
the	x	x
committee	n	d000.s001.t001
for	x	x
medicinal	a	d000.s001.t002
product	n	d000.s001.t003
for	x	x
human	a	d000.s001.t004
use	n	d000.s001.t005
(	x	x
chmp	n	x
)	x	x
assess	v	d000.s001.t006
the	x	x
study	n	d000.s001.t007
perform	v	d000.s001.t008
,	x	x
to	x	x
reach	v	d000.s001.t009
they	x	x
recommendation	n	d000.s001.t010
on	x	x
how	r	x
to	x	x
use	v	d000.s001.t011
the	x	x
medicine	n	d000.s001.t012
.	x	x
<eos>	x	x
if	x	x
you	x	x
need	v	d000.s002.t000
more	a	d000.s002.t001
information	n	d000.s002.t002
about	x	x
you	x	x
medical	a	d000.s002.t003
condition	n	d000.s002.t004
or	x	x
you	x	x
treatment	n	d000.s002.t005
,	x	x
read	v	d000.s002.t006
the	x	x
package	n	d000.s002.t007
leaflet	n	d000.s002.t008
(	x	x
also	r	d000.s002.t009
part	n	d000.s002.t010
of	x	x
the	x	x
epar	n	x
)	x	x
or	x	x
contact	v	d000.s002.t011
you	x	x
doctor	n	d000.s002.t012
or	x	x
pharmacist	n	d000.s002.t013
.	x	x
<eos>	x	x
if	x	x
you	x	x
want	v	d000.s003.t000
more	a	d000.s003.t001
information	n	d000.s003.t002
on	x	x
the	x	x
basis	n	d000.s003.t003
of	x	x
the	x	x
chmp	n	x
recommendation	n	d000.s003.t004
,	x	x
read	v	d000.s003.t005
the	x	x
scientific	a	d000.s003.t006
discussion	n	d000.s003.t007
(	x	x
also	r	d000.s003.t008
part	n	d000.s003.t009
of	x	x
the	x	x
epar	n	x
)	x	x
.	x	x
<eos>	x	x
what	x	x
be	v	x
alimta	n	x
?	x	x
<eos>	x	x
alimta	n	x
be	v	x
a	x	x
powder	n	d000.s005.t000
that	x	x
be	v	x
make_up	v	d000.s005.t001
into	x	x
a	x	x
solution	n	d000.s005.t002
for	x	x
infusion	n	d000.s005.t003
(	x	x
drip	v	d000.s005.t004
into	x	x
a	x	x
vein	n	d000.s005.t005
)	x	x
.	x	x
<eos>	x	x
it	x	x
contain	v	d000.s006.t000
the	x	x
active	a	d000.s006.t001
substance	n	d000.s006.t002
pemetrex	v	x
.	x	x
<eos>	x	x
what	x	x
be	v	x
alimta	n	x
use	v	d000.s007.t000
for	x	x
?	x	x
<eos>	x	x
alimta	n	x
be	v	x
use	v	d000.s008.t000
to	x	x
treat	v	d000.s008.t001
two	x	x
type	n	d000.s008.t002
of	x	x
cancer	n	d000.s008.t003
:	x	x
pleural	a	d000.s008.t004
mesothelioma	n	d000.s008.t005
(	x	x
cancer	n	d000.s008.t006
of	x	x
the	x	x
lining	n	d000.s008.t007
of	x	x
the	x	x
lung	n	d000.s008.t008
that	x	x
be	v	x
usually	r	d000.s008.t009
cause	v	d000.s008.t010
by	x	x
exposure	n	d000.s008.t011
to	x	x
asbestos	n	d000.s008.t012
)	x	x
.	x	x
<eos>	x	x
alimta	n	x
be	v	x
use	v	d000.s009.t000
together_with	r	d000.s009.t001
cisplatin	x	x
(	x	x
another	x	x
anticancer	a	d000.s009.t002
medicine	n	d000.s009.t003
)	x	x
when	r	x
the	x	x
cancer	n	d000.s009.t004
be	v	x
unresectable	a	x
(	x	x
cannot	x	x
be	v	x
remove	v	d000.s009.t005
by	x	x
surgery	n	d000.s009.t006
alone	a	d000.s009.t007
)	x	x
and	x	x
malignant	a	d000.s009.t008
(	x	x
have	v	x
spread	v	d000.s009.t009
,	x	x
or	x	x
be	v	x
likely	a	d000.s009.t010
to	x	x
spread	v	d000.s009.t011
easily	r	d000.s009.t012
,	x	x
to	x	x
other	a	d000.s009.t013
part	n	d000.s009.t014
of	x	x
the	x	x
body	n	d000.s009.t015
)	x	x
,	x	x
in	x	x
patient	n	d000.s009.t016
who	x	x
have	v	x
not	r	d000.s009.t017
receive	v	d000.s009.t018
chemotherapy	n	d000.s009.t019
(	x	x
medicine	n	d000.s009.t020
for	x	x
cancer	n	d000.s009.t021
)	x	x
before	x	x
advanced	a	d000.s009.t022
or	x	x
metastatic	a	d000.s009.t023
non-small	a	x
cell	n	d000.s009.t024
lung_cancer	n	d000.s009.t025
that	x	x
be	v	x
not	r	d000.s009.t026
affect	v	d000.s009.t027
the	x	x
squamous_cell	n	d000.s009.t028
.	x	x
<eos>	x	x
alimta	n	x
be	v	x
use	v	d000.s010.t000
in	x	x
combination	n	d000.s010.t001
with	x	x
cisplatin	n	x
in	x	x
patient	n	d000.s010.t002
who	x	x
have	v	x
not	r	d000.s010.t003
be	v	x
treat	v	d000.s010.t004
before	r	x
,	x	x
and	x	x
on	x	x
its	x	x
own	a	x
in	x	x
patient	n	d000.s010.t005
who	x	x
have	v	x
receive	v	d000.s010.t006
another	x	x
type	n	d000.s010.t007
of	x	x
chemotherapy	n	d000.s010.t008
in	x	x
the	x	x
past	n	d000.s010.t009
.	x	x
<eos>	x	x
the	x	x
medicine	n	d000.s011.t000
can	v	x
only	r	d000.s011.t001
be	v	x
obtain	v	d000.s011.t002
with	x	x
a	x	x
prescription	n	d000.s011.t003
.	x	x
<eos>	x	x
how	r	x
be	v	x
alimta	n	x
use	v	d000.s012.t000
?	x	x
<eos>	x	x
alimta	n	x
should	v	x
only	r	d000.s013.t000
be	v	x
give	v	d000.s013.t001
under	x	x
the	x	x
supervision	n	d000.s013.t002
of	x	x
a	x	x
doctor	n	d000.s013.t003
who	x	x
be	v	x
qualify	v	x
in	x	x
the	x	x
use	n	d000.s013.t004
of	x	x
anticancer	a	d000.s013.t005
chemotherapy	n	d000.s013.t006
.	x	x
<eos>	x	x
the	x	x
recommend	v	x
dose	n	d000.s014.t000
of	x	x
alimta	n	x
be	v	x
500	x	x
mg	n	d000.s014.t001
per	x	x
square_metre	n	d000.s014.t002
of	x	x
body	n	d000.s014.t003
surface_area	n	d000.s014.t004
(	x	x
calculate	v	d000.s014.t005
use	v	d000.s014.t006
the	x	x
patient	n	d000.s014.t007
s	n	x
height	n	d000.s014.t008
and	x	x
weight	n	d000.s014.t009
)	x	x
.	x	x
<eos>	x	x
it	x	x
be	v	x
give	v	d000.s015.t000
once	r	d000.s015.t001
every	a	d000.s015.t002
three	x	x
week	n	d000.s015.t003
as	x	x
a	x	x
intravenous	a	d000.s015.t004
infusion	n	d000.s015.t005
last	v	d000.s015.t006
10	x	x
minute	n	d000.s015.t007
.	x	x
<eos>	x	x
to	x	x
reduce	v	d000.s016.t000
side_effect	n	d000.s016.t001
,	x	x
patient	n	d000.s016.t002
should	v	x
take	v	d000.s016.t003
a	x	x
corticosteroid	n	d000.s016.t004
and	x	x
folic_acid	n	d000.s016.t005
(	x	x
a	x	x
type	n	d000.s016.t006
of	x	x
vitamin	n	d000.s016.t007
)	x	x
,	x	x
and	x	x
receive	v	x
injection	n	d000.s016.t008
of	x	x
vitamin_b12	n	d000.s016.t009
during	x	x
treatment	n	d000.s016.t010
with	x	x
alimta	n	x
.	x	x
<eos>	x	x
when	r	x
alimta	n	x
be	v	x
give	v	d000.s017.t000
with	x	x
cisplatin	n	x
,	x	x
a	x	x
anti-emetic	a	x
medicine	n	d000.s017.t001
(	x	x
to	x	x
prevent	v	d000.s017.t002
vomit	v	d000.s017.t003
)	x	x
and	x	x
fluid	n	d000.s017.t004
(	x	x
to	x	x
prevent	v	d000.s017.t005
dehydration	n	d000.s017.t006
)	x	x
should	v	x
also	r	d000.s017.t007
be	v	x
give	v	d000.s017.t008
before	r	d000.s017.t009
or	x	x
after	r	d000.s017.t010
the	x	x
cisplatin	n	x
dose	n	d000.s017.t011
.	x	x
<eos>	x	x
treatment	n	d000.s018.t000
should	v	x
be	v	x
delay	v	d000.s018.t001
or	x	x
discontinue	v	d000.s018.t002
,	x	x
or	x	x
the	x	x
dose	n	d000.s018.t003
reduce	v	d000.s018.t004
,	x	x
in	x	x
patient	n	d000.s018.t005
whose	x	x
blood_count	n	d000.s018.t006
be	v	x
abnormal	a	d000.s018.t007
or	x	x
who	x	x
have	v	d000.s018.t008
certain	a	d000.s018.t009
other	a	d000.s018.t010
side_effect	n	d000.s018.t011
.	x	x
<eos>	x	x
alimta	n	x
be	v	x
not	r	d000.s019.t000
recommend	v	d000.s019.t001
for	x	x
use	n	d000.s019.t002
in	x	x
patient	n	d000.s019.t003
with	x	x
moderate	a	d000.s019.t004
or	x	x
severe	a	d000.s019.t005
kidney	n	d000.s019.t006
problem	n	d000.s019.t007
.	x	x
<eos>	x	x
for	x	x
more	a	d000.s020.t000
information	n	d000.s020.t001
,	x	x
see	v	d000.s020.t002
the	x	x
summary	n	d000.s020.t003
of	x	x
product	n	d000.s020.t004
characteristic	n	x
(	x	x
also	r	d000.s020.t005
part	n	d000.s020.t006
of	x	x
the	x	x
epar	n	x
)	x	x
.	x	x
<eos>	x	x
how	r	x
do	v	x
alimta	n	x
work	v	x
?	x	x
<eos>	x	x
the	x	x
active	a	d000.s022.t000
substance	n	d000.s022.t001
in	x	x
alimta	n	x
,	x	x
pemetrex	v	x
,	x	x
be	v	x
a	x	x
cytotoxic	a	d000.s022.t002
medicine	n	d000.s022.t003
(	x	x
a	x	x
medicine	n	d000.s022.t004
that	x	x
kill	v	d000.s022.t005
cell	n	d000.s022.t006
that	x	x
be	v	x
divide	v	d000.s022.t007
,	x	x
such	a	x
as	x	x
cancer_cell	n	d000.s022.t008
)	x	x
,	x	x
which	x	x
belong_to	v	d000.s022.t009
the	x	x
group	n	d000.s022.t010
antimetabolite	n	d000.s022.t011
.	x	x
<eos>	x	x
in	x	x
the	x	x
body	n	d000.s023.t000
,	x	x
pemetrex	v	x
be	v	x
convert	v	d000.s023.t001
into	x	x
a	x	x
active	a	d000.s023.t002
form	n	d000.s023.t003
that	x	x
block	v	d000.s023.t004
the	x	x
activity	n	d000.s023.t005
of	x	x
the	x	x
enzyme	n	d000.s023.t006
that	x	x
be	v	x
involve	v	d000.s023.t007
in	x	x
produce	v	d000.s023.t008
nucleotide	n	d000.s023.t009
(	x	x
the	x	x
building_block	n	d000.s023.t010
of	x	x
dna	n	d000.s023.t011
and	x	x
rna	n	d000.s023.t012
,	x	x
the	x	x
genetic	a	d000.s023.t013
material	n	d000.s023.t014
of	x	x
cell	n	d000.s023.t015
)	x	x
.	x	x
<eos>	x	x
how	r	x
have	v	x
alimta	n	x
be	v	x
study	v	d000.s024.t000
?	x	x
<eos>	x	x
for	x	x
the	x	x
treatment	n	d000.s025.t000
of	x	x
malignant	a	d000.s025.t001
pleural	a	d000.s025.t002
mesothelioma	n	d000.s025.t003
,	x	x
alimta	n	x
have	v	x
be	v	x
study	v	d000.s025.t004
in	x	x
one	x	x
main	a	d000.s025.t005
study	n	d000.s025.t006
in	x	x
456	x	x
patient	n	d000.s025.t007
who	x	x
have	v	x
not	r	d000.s025.t008
receive	v	d000.s025.t009
chemotherapy	n	d000.s025.t010
for	x	x
they	x	x
disease	n	d000.s025.t011
before	r	d000.s025.t012
.	x	x
<eos>	x	x
the	x	x
effect	n	d000.s026.t000
of	x	x
alimta	x	x
in	x	x
combination	n	d000.s026.t001
with	x	x
cisplatin	n	x
be	v	x
compare	v	d000.s026.t002
with	x	x
those	x	x
of	x	x
cisplatin	n	x
alone	r	d000.s026.t003
.	x	x
<eos>	x	x
for	x	x
the	x	x
treatment	n	d000.s027.t000
of	x	x
non-small	a	x
cell	n	d000.s027.t001
lung_cancer	n	d000.s027.t002
,	x	x
the	x	x
effect	n	d000.s027.t003
of	x	x
alimta	n	x
be	v	x
compare	v	d000.s027.t004
with	x	x
those	x	x
of	x	x
docetaxel	x	x
(	x	x
another	x	x
anticancer	a	d000.s027.t005
medicine	n	d000.s027.t006
)	x	x
in	x	x
one	x	x
study	n	d000.s027.t007
involve	v	d000.s027.t008
571	x	x
patient	n	d000.s027.t009
with	x	x
locally	r	d000.s027.t010
advanced	a	d000.s027.t011
or	x	x
metastatic	a	d000.s027.t012
disease	n	d000.s027.t013
who	x	x
have	v	x
receive	v	d000.s027.t014
chemotherapy	n	d000.s027.t015
in	x	x
the	x	x
past	n	d000.s027.t016
.	x	x
<eos>	x	x
alimta	n	x
be	v	x
also	r	d000.s028.t000
compare	v	d000.s028.t001
with	x	x
gemcitabine	x	x
(	x	x
another	x	x
anticancer	a	d000.s028.t002
medicine	n	d000.s028.t003
)	x	x
,	x	x
both	x	x
in	x	x
combination	n	d000.s028.t004
with	x	x
cisplatin	n	x
,	x	x
in	x	x
a	x	x
study	n	d000.s028.t005
involve	v	d000.s028.t006
1,725	x	x
patient	n	d000.s028.t007
who	x	x
have	v	x
not	r	d000.s028.t008
receive	v	d000.s028.t009
chemotherapy	n	d000.s028.t010
for	x	x
lung_cancer	n	d000.s028.t011
in	x	x
the	x	x
past	n	d000.s028.t012
.	x	x
<eos>	x	x
in	x	x
all	x	x
three	x	x
study	n	d000.s029.t000
,	x	x
the	x	x
main	a	d000.s029.t001
measure	n	d000.s029.t002
of	x	x
effectiveness	n	d000.s029.t003
be	v	x
how	r	x
long	r	d000.s029.t004
the	x	x
patient	n	d000.s029.t005
survive	v	d000.s029.t006
.	x	x
<eos>	x	x
what	x	x
benefit	n	d000.s030.t000
have	v	x
alimta	n	x
show	v	d000.s030.t001
during	x	x
the	x	x
study	n	d000.s030.t002
?	x	x
<eos>	x	x
alimta	n	x
increase	v	d000.s031.t000
the	x	x
survival	n	d000.s031.t001
time	n	d000.s031.t002
of	x	x
patient	n	d000.s031.t003
with	x	x
malignant	a	d000.s031.t004
pleural	a	d000.s031.t005
mesothelioma	n	d000.s031.t006
.	x	x
<eos>	x	x
patient	n	d000.s032.t000
receive	v	d000.s032.t001
alimta	n	x
and	x	x
cisplatin	n	x
survive	v	d000.s032.t002
for	x	x
a	x	x
average	n	d000.s032.t003
of	x	x
12.1	x	x
month	n	d000.s032.t004
,	x	x
compare	v	d000.s032.t005
with	x	x
9.3	x	x
month	n	d000.s032.t006
in	x	x
those	x	x
receive	v	x
cisplatin	n	x
alone	r	d000.s032.t007
.	x	x
<eos>	x	x
in	x	x
the	x	x
treatment	n	d000.s033.t000
of	x	x
patient	n	d000.s033.t001
with	x	x
non-small	a	x
cell	n	d000.s033.t002
lung_cancer	n	d000.s033.t003
,	x	x
alimta	n	x
be	v	x
as	r	d000.s033.t004
effective	a	d000.s033.t005
as	r	d000.s033.t006
the	x	x
comparator	n	x
.	x	x
<eos>	x	x
in	x	x
patient	n	d000.s034.t000
who	x	x
have	v	x
receive	v	d000.s034.t001
chemotherapy	n	d000.s034.t002
in	x	x
the	x	x
past	n	d000.s034.t003
,	x	x
the	x	x
average	a	d000.s034.t004
survival	n	d000.s034.t005
time	n	d000.s034.t006
be	v	x
8.3	x	x
month	n	d000.s034.t007
with	x	x
alimta	n	x
,	x	x
compare	v	d000.s034.t008
with	x	x
7.9	x	x
month	n	d000.s034.t009
with	x	x
docetaxel	n	x
.	x	x
<eos>	x	x
in	x	x
patient	n	d000.s035.t000
who	x	x
have	v	x
not	r	d000.s035.t001
receive	v	d000.s035.t002
chemotherapy	n	d000.s035.t003
in	x	x
the	x	x
past	n	d000.s035.t004
,	x	x
the	x	x
average	a	d000.s035.t005
survival	n	d000.s035.t006
time	n	d000.s035.t007
be	v	x
10.3	x	x
month	n	d000.s035.t008
in	x	x
both	x	x
group	n	d000.s035.t009
.	x	x
<eos>	x	x
however	r	d000.s036.t000
,	x	x
in	x	x
both	x	x
study	n	d000.s036.t001
,	x	x
patient	n	d000.s036.t002
whose	x	x
cancer	n	d000.s036.t003
be	v	x
not	r	d000.s036.t004
affect	v	d000.s036.t005
squamous_cell	n	d000.s036.t006
have	v	d000.s036.t007
long	a	d000.s036.t008
survival	n	d000.s036.t009
time	n	d000.s036.t010
if	x	x
they	x	x
receive	v	x
alimta	n	x
than	x	x
if	x	x
they	x	x
receive	v	x
the	x	x
comparator	n	x
.	x	x
<eos>	x	x
in	x	x
contrast	n	d000.s037.t000
,	x	x
patient	n	d000.s037.t001
whose	x	x
cancer	n	d000.s037.t002
be	v	x
affect	v	d000.s037.t003
squamous_cell	n	d000.s037.t004
have	v	d000.s037.t005
short	a	d000.s037.t006
survival	n	d000.s037.t007
time	n	d000.s037.t008
if	x	x
they	x	x
receive	v	x
alimta	n	x
.	x	x
<eos>	x	x
kalgebra	n	x
be	v	x
a	x	x
mathematical	a	d001.s000.t000
calculator	n	x
base	v	d001.s000.t001
on	x	x
content	n	x
markup	n	d001.s000.t002
mathml	n	x
language	n	x
.	x	x
<eos>	x	x
nowadays	r	d001.s001.t000
it	x	x
be	v	x
capable	a	d001.s001.t001
to	x	x
make	v	d001.s001.t002
simple	a	d001.s001.t003
mathml	n	x
operation	n	d001.s001.t004
(	x	x
arithmetic	a	d001.s001.t005
and	x	x
logical	a	x
)	x	x
and	x	x
to	x	x
representate	v	x
2d	n	x
and	x	x
3d	n	d001.s001.t006
graph	n	d001.s001.t007
.	x	x
<eos>	x	x
it	x	x
be	v	x
actually	r	d001.s002.t000
not	r	d001.s002.t001
necessary	a	d001.s002.t002
to	x	x
know	v	d001.s002.t003
mathml	n	x
to	x	x
use	v	d001.s002.t004
kalgebra	n	x
.	x	x
<eos>	x	x
kalgebra	n	x
be	v	x
a	x	x
mathml	n	x
base	v	d001.s003.t000
graph	n	d001.s003.t001
calculator	n	x
.	x	x
<eos>	x	x
although	x	x
it	x	x
be	v	x
initially	r	d001.s004.t000
mathml	n	x
orient	v	d001.s004.t001
it	x	x
can	v	x
now	r	d001.s004.t002
be	v	x
use	v	d001.s004.t003
by	x	x
everyone	n	x
with	x	x
little	a	d001.s004.t004
mathematical	a	d001.s004.t005
knowledge	n	d001.s004.t006
.	x	x
<eos>	x	x
here	r	d001.s005.t000
'	v	x
a	x	x
screenshot	n	x
of	x	x
kalgebra	n	x
main	a	d001.s005.t001
window	n	d001.s005.t002
<eos>	x	x
kalgebra	n	x
main	a	d001.s006.t000
window	n	d001.s006.t001
<eos>	x	x
kalgebra	n	x
main	a	d001.s007.t000
window	n	d001.s007.t001
consist	v	d001.s007.t002
in	x	x
a	x	x
console	n	d001.s007.t003
tab	n	x
,	x	x
a	x	x
2d	n	x
graph	n	d001.s007.t004
tab	n	x
,	x	x
a	x	x
3d	n	d001.s007.t005
graph	n	d001.s007.t006
tab	n	x
and	x	x
a	x	x
dictionary	n	d001.s007.t007
tab	n	x
.	x	x
<eos>	x	x
below	r	d001.s008.t000
these	x	x
tab	n	x
you	x	x
will	v	x
find	v	d001.s008.t001
a	x	x
input	n	d001.s008.t002
field	n	d001.s008.t003
to	x	x
type	v	d001.s008.t004
you	x	x
function	n	d001.s008.t005
or	x	x
do	v	d001.s008.t006
you	x	x
calculation	n	d001.s008.t007
.	x	x
<eos>	x	x
if	x	x
we	x	x
want	v	d001.s009.t000
to	x	x
understand	v	d001.s009.t001
how	r	x
it	x	x
work	v	d001.s009.t002
,	x	x
the	x	x
best	a	d001.s009.t003
thing	n	d001.s009.t004
we	x	x
can	v	x
do	v	d001.s009.t005
be	v	x
to	x	x
realize	v	d001.s009.t006
that	x	x
we	x	x
input	n	d001.s009.t007
be	v	x
be	v	x
convert	v	d001.s009.t008
into	x	x
mathml	n	x
although	x	x
it	x	x
be	v	x
not	r	d001.s009.t009
necessary	a	d001.s009.t010
to	x	x
know	v	d001.s009.t011
mathml	n	x
.	x	x
<eos>	x	x
I	x	x
have	v	x
base	v	d001.s010.t000
the	x	x
syntax	n	x
basically	r	d001.s010.t001
on	x	x
common_sense	n	d001.s010.t002
,	x	x
it	x	x
should	v	x
not	r	d001.s010.t003
be	v	x
hard	a	d001.s010.t004
for	x	x
anyone	n	x
.	x	x
<eos>	x	x
I	x	x
ve	v	x
look	v	d001.s011.t000
closely	r	d001.s011.t001
to	x	x
maximum	n	x
and	x	x
maple	v	x
s	n	x
syntax	n	x
so	x	x
they	x	x
look	v	d001.s011.t002
very	r	d001.s011.t003
similar	a	d001.s011.t004
.	x	x
<eos>	x	x
+	x	x
-	x	x
*	x	x
/	x	x
:	x	x
addition	n	d001.s012.t000
,	x	x
subtraction	n	d001.s012.t001
,	x	x
multiplication	n	d001.s012.t002
and	x	x
division	n	d001.s012.t003
.	x	x
<eos>	x	x
^	x	x
,	x	x
**	x	x
:	x	x
power	n	d001.s013.t000
,	x	x
you	x	x
can	v	x
use	v	d001.s013.t001
they	x	x
both	x	x
.	x	x
<eos>	x	x
also	r	d001.s014.t000
it	x	x
be	v	x
possible	a	d001.s014.t001
to	x	x
use	v	d001.s014.t002
the	x	x
unicode	x	x
ﾂｲ	x	x
character	n	x
.	x	x
<eos>	x	x
power	n	d001.s015.t000
be	v	x
one	x	x
way	n	d001.s015.t001
to	x	x
make	v	d001.s015.t002
root	n	d001.s015.t003
too	r	d001.s015.t004
.	x	x
<eos>	x	x
-gt	n	x
:	x	x
it	x	x
s	v	x
the	x	x
way	n	d001.s016.t000
to	x	x
specify	v	d001.s016.t001
the	x	x
bounded	a	d001.s016.t002
variable	n	d001.s016.t003
in	x	x
a	x	x
function	n	d001.s016.t004
.	x	x
<eos>	x	x
(	x	x
)	x	x
:	x	x
it	x	x
be	v	x
use	v	d001.s017.t000
to	x	x
specify	v	d001.s017.t001
a	x	x
high	a	d001.s017.t002
priority	n	d001.s017.t003
.	x	x
<eos>	x	x
abc(params)	n	x
:	x	x
when	r	x
the	x	x
parser	n	d001.s018.t000
find	v	d001.s018.t001
a	x	x
function	n	d001.s018.t002
,	x	x
it	x	x
check	v	d001.s018.t003
if	x	x
abc	n	x
be	v	x
a	x	x
operator	n	d001.s018.t004
.	x	x
<eos>	x	x
if	x	x
it	x	x
be	v	x
,	x	x
it	x	x
will	v	x
be	v	x
treat	v	d001.s019.t000
as	x	x
a	x	x
operator	n	d001.s019.t001
,	x	x
if	x	x
it	x	x
be	v	x
not	r	d001.s019.t002
,	x	x
it	x	x
will	v	x
be	v	x
treat	v	d001.s019.t003
as	x	x
a	x	x
user	n	d001.s019.t004
function	n	d001.s019.t005
.	x	x
<eos>	x	x
:	x	x
=	x	x
:	x	x
it	x	x
be	v	x
use	v	d001.s020.t000
to	x	x
define	v	d001.s020.t001
a	x	x
variable	a	x
value	n	d001.s020.t002
.	x	x
<eos>	x	x
?	x	x
:	x	x
piecewise	a	x
condition	n	d001.s021.t000
definition	n	d001.s021.t001
.	x	x
<eos>	x	x
piecewise	n	x
be	v	x
the	x	x
way	n	d001.s022.t000
we	x	x
can	v	x
define	v	d001.s022.t001
conditional	a	d001.s022.t002
operation	n	d001.s022.t003
in	x	x
kalgebra	n	x
.	x	x
<eos>	x	x
if	x	x
we	x	x
introduce	v	d001.s023.t000
the	x	x
condition	n	d001.s023.t001
before	x	x
the	x	x
?	x	x
it	x	x
will	v	x
use	v	d001.s023.t002
this	x	x
condition	n	d001.s023.t003
only_if	r	d001.s023.t004
it	x	x
be	v	x
true	a	d001.s023.t005
,	x	x
if	x	x
it	x	x
find	v	d001.s023.t006
a	x	x
?	x	x
without	x	x
any	x	x
condition	n	d001.s023.t007
,	x	x
it	x	x
will	v	x
enter	v	d001.s023.t008
in	x	x
the	x	x
last	a	d001.s023.t009
instance	n	d001.s023.t010
.	x	x
<eos>	x	x
{	x	x
}	x	x
:	x	x
mathml	n	x
container	n	x
.	x	x
<eos>	x	x
it	x	x
can	v	x
be	v	x
use	v	d001.s025.t000
to	x	x
define	v	d001.s025.t001
a	x	x
container	n	x
.	x	x
<eos>	x	x
mainly	r	d001.s026.t000
useful	a	d001.s026.t001
for	x	x
work	v	d001.s026.t002
with	x	x
piecewise	n	x
.	x	x
<eos>	x	x
now	r	d001.s027.t000
you	x	x
could	v	x
ask	v	d001.s027.t001
I	x	x
,	x	x
why	r	x
should	v	x
the	x	x
user	n	d001.s027.t002
mind	n	x
about	x	x
mathml	n	x
?	x	x
<eos>	x	x
that	x	x
s	v	x
easy	a	d001.s028.t000
.	x	x
with	x	x
this	x	x
,	x	x
we	x	x
can	v	x
operate	v	d001.s028.t001
with	x	x
function	n	d001.s028.t002
like	x	x
cos	n	d001.s028.t003
,	x	x
sin	n	d001.s028.t004
,	x	x
any	x	x
other	a	d001.s028.t005
trigonometric	a	d001.s028.t006
function	n	d001.s028.t007
,	x	x
sum	n	d001.s028.t008
()	x	x
or	x	x
product	n	d001.s028.t009
()	x	x
.	x	x
<eos>	x	x
it	x	x
do	v	x
not	r	d001.s029.t000
matter	v	d001.s029.t001
what	x	x
kind	n	d001.s029.t002
it	x	x
be	v	x
.	x	x
<eos>	x	x
we	x	x
can	v	x
use	v	d001.s030.t000
plus	n	d001.s030.t001
,	x	x
times	n	d001.s030.t002
and	x	x
everything	n	x
which	x	x
have	v	d001.s030.t003
its	x	x
operator	n	d001.s030.t004
.	x	x
<eos>	x	x
kalgebra	n	x
's	x	x
console	n	x
be	v	x
useful	a	d001.s031.t000
as	x	x
a	x	x
calculator	n	x
.	x	x
<eos>	x	x
there	r	d001.s032.t000
you	x	x
have	v	d001.s032.t001
a	x	x
list	n	d001.s032.t002
of	x	x
the	x	x
declare	v	x
variable	n	d001.s032.t003
.	x	x
<eos>	x	x
by	x	x
double	r	x
click	v	x
on	x	x
they	x	x
you	x	x
will	v	x
see	v	d001.s033.t000
a	x	x
dialog	n	x
that	x	x
let	v	d001.s033.t001
you	x	x
change	v	d001.s033.t002
they	x	x
value	n	d001.s033.t003
(	x	x
just	r	d001.s033.t004
a	x	x
way	n	d001.s033.t005
to	x	x
